Athlete_ID,Sport_Type,Training_Hours,Training_Intensity,Sleep_Hours,Nutrition_Score,Fatigue_Level,Recovery_Index,Performance_Score,Injury_Risk,Date,Training_Load,Wellness Score,Acute_Load,Chronic_Load,ACWR,Risk_Level,Avg_Training_Load,Recent_Load,Load_Ratio
A0540,Basketball,2.58,8,6.5,66,8,40,95,Medium,2026-06-24,20.64,57.0,20.64,,1.0,Optimal,20.64,20.64,1.0
A0541,Badminton,3.7,7,7.2,73,7,51,74,Medium,2026-06-25,25.900000000000002,65.33333333333333,25.900000000000002,,1.0,Optimal,25.900000000000002,25.900000000000002,1.0
A0542,Basketball,4.95,5,8.2,57,3,78,60,Medium,2026-06-26,24.75,72.33333333333333,24.75,,1.0,Optimal,24.75,24.75,1.0
A0543,Tennis,2.59,10,5.2,99,9,43,57,Low,2026-06-27,25.9,64.66666666666667,25.9,,1.0,Optimal,25.9,25.9,1.0
A0544,Basketball,4.13,6,8.2,76,5,81,57,Low,2026-06-28,24.78,79.66666666666667,24.78,,1.0,Optimal,24.78,24.78,1.0
A0545,Football,5.43,4,5.7,94,9,52,82,Low,2026-06-29,21.72,67.66666666666667,21.72,,1.0,Optimal,21.72,21.72,1.0
A0546,Hockey,4.08,9,7.1,72,7,73,56,Low,2026-06-30,36.72,72.0,36.72,,1.0,Optimal,36.72,36.72,1.0
A0547,Cricket,2.16,4,8.2,95,7,81,87,High,2026-07-01,8.64,86.0,8.64,,1.0,Optimal,8.64,8.64,1.0
A0548,Athletics,1.12,1,6.0,57,6,60,70,Low,2026-07-02,1.12,59.0,1.12,,1.0,Optimal,1.12,1.12,1.0
A0549,Basketball,5.35,7,6.0,57,2,61,57,Low,2026-07-03,37.449999999999996,59.333333333333336,37.449999999999996,,1.0,Optimal,37.449999999999996,37.449999999999996,1.0
A0550,Badminton,1.11,7,6.6,75,9,96,100,Low,2026-07-04,7.7700000000000005,79.0,7.7700000000000005,,1.0,Optimal,7.7700000000000005,7.7700000000000005,1.0
A0551,Football,5.37,4,8.6,96,6,43,70,Low,2026-07-05,21.48,75.0,21.48,,1.0,Optimal,21.48,21.48,1.0
A0552,Athletics,3.64,3,5.0,62,8,57,69,Low,2026-07-06,10.92,56.333333333333336,10.92,,1.0,Optimal,10.92,10.92,1.0
A0553,Cricket,5.7,8,8.6,88,1,44,57,Low,2026-07-07,45.6,72.66666666666667,45.6,,1.0,Optimal,45.6,45.6,1.0
A0554,Athletics,4.99,5,5.6,86,5,58,95,Low,2026-07-08,24.950000000000003,66.66666666666667,24.950000000000003,,1.0,Optimal,24.950000000000003,24.950000000000003,1.0
A0555,Football,5.99,10,9.0,98,1,41,80,Low,2026-07-09,59.900000000000006,76.33333333333333,59.900000000000006,,1.0,Optimal,59.900000000000006,59.900000000000006,1.0
A0556,Hockey,2.75,7,8.8,77,10,51,99,Low,2026-07-10,19.25,72.0,19.25,,1.0,Optimal,19.25,19.25,1.0
A0557,Hockey,4.84,4,7.0,74,8,56,78,Low,2026-07-11,19.36,66.66666666666667,19.36,,1.0,Optimal,19.36,19.36,1.0
A0558,Swimming,3.01,4,7.1,65,8,49,97,Medium,2026-07-12,12.04,61.666666666666664,12.04,,1.0,Optimal,12.04,12.04,1.0
A0559,Hockey,3.4,8,6.9,51,1,73,58,Low,2026-07-13,27.2,64.33333333333333,27.2,,1.0,Optimal,27.2,27.2,1.0
A0560,Swimming,4.14,8,7.5,67,9,45,64,Low,2026-07-14,33.12,62.333333333333336,33.12,,1.0,Optimal,33.12,33.12,1.0
A0561,Athletics,5.37,2,5.4,66,2,47,79,High,2026-07-15,10.74,55.666666666666664,10.74,,1.0,Optimal,10.74,10.74,1.0
A0562,Tennis,5.92,2,5.1,79,9,100,75,Low,2026-07-16,11.84,76.66666666666667,11.84,,1.0,Optimal,11.84,11.84,1.0
A0563,Badminton,4.84,3,5.2,88,1,90,59,Medium,2026-07-17,14.52,76.66666666666667,14.52,,1.0,Optimal,14.52,14.52,1.0
A0564,Badminton,3.09,3,6.8,62,10,50,78,High,2026-07-18,9.27,60.0,9.27,,1.0,Optimal,9.27,9.27,1.0
A0565,Athletics,3.11,1,6.1,81,9,96,65,Low,2026-07-19,3.11,79.33333333333333,3.11,,1.0,Optimal,3.11,3.11,1.0
A0566,Basketball,4.69,3,7.5,99,4,51,85,Medium,2026-07-20,14.07,75.0,14.07,,1.0,Optimal,14.07,14.07,1.0
A0567,Basketball,2.19,6,9.0,78,9,48,69,Medium,2026-07-21,13.14,72.0,13.14,,1.0,Optimal,13.14,13.14,1.0
A0568,Hockey,1.55,8,6.5,95,7,41,94,Low,2026-07-22,12.4,67.0,12.4,,1.0,Optimal,12.4,12.4,1.0
A0569,Badminton,2.77,10,7.3,79,6,47,86,Low,2026-07-23,27.7,66.33333333333333,27.7,,1.0,Optimal,27.7,27.7,1.0
A0570,Badminton,2.44,6,6.7,67,5,97,71,High,2026-07-24,14.64,77.0,14.64,,1.0,Optimal,14.64,14.64,1.0
A0571,Swimming,2.48,5,8.4,62,9,50,56,Medium,2026-07-25,12.4,65.33333333333333,12.4,,1.0,Optimal,12.4,12.4,1.0
A0572,Tennis,2.17,4,8.6,92,2,99,72,Low,2026-07-26,8.68,92.33333333333333,8.68,,1.0,Optimal,8.68,8.68,1.0
A0573,Football,1.21,3,8.5,70,2,92,90,Low,2026-07-27,3.63,82.33333333333333,3.63,,1.0,Optimal,3.63,3.63,1.0
A0574,Basketball,1.09,4,8.9,79,9,75,89,Medium,2026-07-28,4.36,81.0,4.36,,1.0,Optimal,4.36,4.36,1.0
A0575,Badminton,5.94,7,5.1,70,3,49,78,Low,2026-07-29,41.580000000000005,56.666666666666664,41.580000000000005,,1.0,Optimal,41.580000000000005,41.580000000000005,1.0
A0576,Swimming,3.14,1,8.4,97,8,60,65,Low,2026-07-30,3.14,80.33333333333333,3.14,,1.0,Optimal,3.14,3.14,1.0
A0577,Cricket,2.92,7,8.0,66,9,59,87,Medium,2026-07-31,20.439999999999998,68.33333333333333,20.439999999999998,,1.0,Optimal,20.439999999999998,20.439999999999998,1.0
A0578,Swimming,4.4,1,5.9,89,8,87,77,Low,2026-08-01,4.4,78.33333333333333,4.4,,1.0,Optimal,4.4,4.4,1.0
A0579,Basketball,2.09,2,8.8,68,4,47,97,Low,2026-08-02,4.18,67.66666666666667,4.18,,1.0,Optimal,4.18,4.18,1.0
A0580,Basketball,5.75,4,5.6,64,1,75,87,Medium,2026-08-03,23.0,65.0,23.0,,1.0,Optimal,23.0,23.0,1.0
A0581,Swimming,4.93,1,7.7,58,4,68,80,Medium,2026-08-04,4.93,67.66666666666667,4.93,,1.0,Optimal,4.93,4.93,1.0
A0582,Football,1.45,9,5.9,59,9,81,63,Low,2026-08-05,13.049999999999999,66.33333333333333,13.049999999999999,,1.0,Optimal,13.049999999999999,13.049999999999999,1.0
A0583,Athletics,3.09,6,6.7,93,2,51,82,Low,2026-08-06,18.54,70.33333333333333,18.54,,1.0,Optimal,18.54,18.54,1.0
A0584,Basketball,5.4,1,7.9,80,3,100,58,Low,2026-08-07,5.4,86.33333333333333,5.4,,1.0,Optimal,5.4,5.4,1.0
A0585,Swimming,5.72,1,7.3,72,10,53,76,High,2026-08-08,5.72,66.0,5.72,,1.0,Optimal,5.72,5.72,1.0
A0586,Badminton,3.34,6,6.7,79,8,87,73,Low,2026-08-09,20.04,77.66666666666667,20.04,,1.0,Optimal,20.04,20.04,1.0
A0587,Swimming,4.07,4,6.3,82,6,93,62,Low,2026-08-10,16.28,79.33333333333333,16.28,,1.0,Optimal,16.28,16.28,1.0
A0588,Tennis,1.84,4,8.4,58,8,89,75,Low,2026-08-11,7.36,77.0,7.36,,1.0,Optimal,7.36,7.36,1.0
A0589,Athletics,5.96,6,5.6,96,7,60,78,Medium,2026-08-12,35.76,70.66666666666667,35.76,,1.0,Optimal,35.76,35.76,1.0
A0590,Cricket,2.16,7,6.7,50,5,61,100,Low,2026-08-13,15.120000000000001,59.333333333333336,15.120000000000001,,1.0,Optimal,15.120000000000001,15.120000000000001,1.0
A0591,Football,5.71,9,8.6,93,9,60,98,Low,2026-08-14,51.39,79.66666666666667,51.39,,1.0,Optimal,51.39,51.39,1.0
A0592,Hockey,4.25,10,8.4,84,4,83,92,Low,2026-08-15,42.5,83.66666666666667,42.5,,1.0,Optimal,42.5,42.5,1.0
A0593,Cricket,4.04,5,6.6,60,6,89,77,Medium,2026-08-16,20.2,71.66666666666667,20.2,,1.0,Optimal,20.2,20.2,1.0
A0594,Athletics,3.56,9,8.1,83,2,69,77,Low,2026-08-17,32.04,77.66666666666667,32.04,,1.0,Optimal,32.04,32.04,1.0
A0595,Athletics,2.15,4,8.3,65,2,78,57,Low,2026-08-18,8.6,75.33333333333333,8.6,,1.0,Optimal,8.6,8.6,1.0
A0596,Athletics,1.88,10,8.6,58,2,59,72,Low,2026-08-19,18.799999999999997,67.66666666666667,18.799999999999997,,1.0,Optimal,18.799999999999997,18.799999999999997,1.0
A0597,Cricket,2.1,2,7.2,81,10,63,78,Medium,2026-08-20,4.2,72.0,4.2,,1.0,Optimal,4.2,4.2,1.0
A0598,Badminton,1.93,3,5.8,64,7,62,54,Low,2026-08-21,5.79,61.333333333333336,5.79,,1.0,Optimal,5.79,5.79,1.0
A0599,Athletics,4.9,1,6.0,61,2,46,91,Low,2026-08-22,4.9,55.666666666666664,4.9,,1.0,Optimal,4.9,4.9,1.0
A0600,Swimming,2.75,6,6.2,82,2,48,56,Low,2026-08-23,16.5,64.0,16.5,,1.0,Optimal,16.5,16.5,1.0
A0601,Cricket,1.29,6,7.4,94,9,40,91,High,2026-08-24,7.74,69.33333333333333,7.74,,1.0,Optimal,7.74,7.74,1.0
A0602,Hockey,5.85,1,5.1,63,7,65,85,Low,2026-08-25,5.85,59.666666666666664,5.85,,1.0,Optimal,5.85,5.85,1.0
A0603,Athletics,5.42,3,7.5,57,3,77,90,High,2026-08-26,16.259999999999998,69.66666666666667,16.259999999999998,,1.0,Optimal,16.259999999999998,16.259999999999998,1.0
A0604,Swimming,5.64,5,6.5,57,3,77,76,Medium,2026-08-27,28.2,66.33333333333333,28.2,,1.0,Optimal,28.2,28.2,1.0
A0605,Badminton,5.97,3,6.2,76,7,93,95,Low,2026-08-28,17.91,77.0,17.91,,1.0,Optimal,17.91,17.91,1.0
A0606,Tennis,1.87,10,8.5,61,5,100,51,Low,2026-08-29,18.700000000000003,82.0,18.700000000000003,,1.0,Optimal,18.700000000000003,18.700000000000003,1.0
A0607,Badminton,2.98,3,6.8,50,10,83,74,Low,2026-08-30,8.94,67.0,8.94,,1.0,Optimal,8.94,8.94,1.0
A0608,Hockey,4.79,10,5.4,92,6,61,58,Low,2026-08-31,47.9,69.0,47.9,,1.0,Optimal,47.9,47.9,1.0
A0609,Athletics,4.48,3,8.3,89,8,83,76,Low,2026-09-01,13.440000000000001,85.0,13.440000000000001,,1.0,Optimal,13.440000000000001,13.440000000000001,1.0
A0610,Hockey,1.77,5,5.2,91,9,49,50,Low,2026-09-02,8.85,64.0,8.85,,1.0,Optimal,8.85,8.85,1.0
A0611,Cricket,5.08,5,7.9,100,1,94,72,High,2026-09-03,25.4,91.0,25.4,,1.0,Optimal,25.4,25.4,1.0
A0612,Basketball,2.12,4,8.1,60,3,97,59,Low,2026-09-04,8.48,79.33333333333333,8.48,,1.0,Optimal,8.48,8.48,1.0
A0613,Athletics,2.12,1,6.4,88,7,45,91,Medium,2026-09-05,2.12,65.66666666666667,2.12,,1.0,Optimal,2.12,2.12,1.0
A0614,Basketball,3.68,5,8.3,92,6,56,74,Low,2026-09-06,18.400000000000002,77.0,18.400000000000002,,1.0,Optimal,18.400000000000002,18.400000000000002,1.0
A0615,Swimming,3.96,10,7.1,80,7,90,52,Low,2026-09-07,39.6,80.33333333333333,39.6,,1.0,Optimal,39.6,39.6,1.0
A0616,Tennis,3.9,5,6.9,66,8,89,55,Medium,2026-09-08,19.5,74.66666666666667,19.5,,1.0,Optimal,19.5,19.5,1.0
A0617,Football,1.46,4,5.2,82,6,77,55,Low,2026-09-09,5.84,70.33333333333333,5.84,,1.0,Optimal,5.84,5.84,1.0
A0618,Hockey,5.39,6,6.2,81,3,63,51,Medium,2026-09-10,32.339999999999996,68.66666666666667,32.339999999999996,,1.0,Optimal,32.339999999999996,32.339999999999996,1.0
A0619,Badminton,2.33,10,8.7,78,2,90,67,Low,2026-09-11,23.3,85.0,23.3,,1.0,Optimal,23.3,23.3,1.0
A0620,Tennis,1.65,4,6.6,70,7,49,72,Low,2026-09-12,6.6,61.666666666666664,6.6,,1.0,Optimal,6.6,6.6,1.0
A0621,Athletics,5.44,7,7.2,70,1,95,51,Medium,2026-09-13,38.080000000000005,79.0,38.080000000000005,,1.0,Optimal,38.080000000000005,38.080000000000005,1.0
A0622,Basketball,5.78,7,7.1,89,3,47,61,Low,2026-09-14,40.46,69.0,40.46,,1.0,Optimal,40.46,40.46,1.0
A0623,Badminton,5.31,2,7.4,72,4,60,71,Low,2026-09-15,10.62,68.66666666666667,10.62,,1.0,Optimal,10.62,10.62,1.0
A0624,Basketball,5.05,3,5.2,55,1,95,86,High,2026-09-16,15.149999999999999,67.33333333333333,15.149999999999999,,1.0,Optimal,15.149999999999999,15.149999999999999,1.0
A0625,Cricket,4.28,1,6.4,71,5,45,69,Low,2026-09-17,4.28,60.0,4.28,,1.0,Optimal,4.28,4.28,1.0
A0626,Basketball,3.75,8,7.9,99,10,60,88,High,2026-09-18,30.0,79.33333333333333,30.0,,1.0,Optimal,30.0,30.0,1.0
A0627,Cricket,1.43,9,5.8,87,3,96,73,Medium,2026-09-19,12.87,80.33333333333333,12.87,,1.0,Optimal,12.87,12.87,1.0
A0628,Swimming,3.04,4,5.8,86,2,78,97,Medium,2026-09-20,12.16,74.0,12.16,,1.0,Optimal,12.16,12.16,1.0
A0629,Badminton,2.86,6,5.0,94,3,63,69,Low,2026-09-21,17.16,69.0,17.16,,1.0,Optimal,17.16,17.16,1.0
A0630,Badminton,2.3,9,6.7,100,8,72,50,Low,2026-09-22,20.7,79.66666666666667,20.7,,1.0,Optimal,20.7,20.7,1.0
A0631,Football,4.62,6,8.5,57,6,98,50,Medium,2026-09-23,27.72,80.0,27.72,,1.0,Optimal,27.72,27.72,1.0
A0632,Athletics,3.48,9,5.2,90,7,57,66,Low,2026-09-24,31.32,66.33333333333333,31.32,,1.0,Optimal,31.32,31.32,1.0
A0633,Cricket,1.41,4,5.8,98,6,95,50,Low,2026-09-25,5.64,83.66666666666667,5.64,,1.0,Optimal,5.64,5.64,1.0
A0634,Football,2.1,8,6.2,84,6,67,94,Low,2026-09-26,16.8,71.0,16.8,,1.0,Optimal,16.8,16.8,1.0
A0635,Basketball,4.42,9,7.9,100,3,96,79,Low,2026-09-27,39.78,91.66666666666667,39.78,,1.0,Optimal,39.78,39.78,1.0
A0636,Basketball,1.38,4,7.6,60,8,91,90,High,2026-09-28,5.52,75.66666666666667,5.52,,1.0,Optimal,5.52,5.52,1.0
A0637,Football,5.26,5,6.7,73,7,71,96,Medium,2026-09-29,26.299999999999997,70.33333333333333,26.299999999999997,,1.0,Optimal,26.299999999999997,26.299999999999997,1.0
A0638,Badminton,3.48,8,8.0,98,7,51,52,Low,2026-09-30,27.84,76.33333333333333,27.84,,1.0,Optimal,27.84,27.84,1.0
A0639,Basketball,3.4,10,7.4,70,6,87,95,Low,2026-10-01,34.0,77.0,34.0,,1.0,Optimal,34.0,34.0,1.0
A0640,Hockey,3.96,6,8.6,100,5,81,60,Medium,2026-10-02,23.759999999999998,89.0,23.759999999999998,,1.0,Optimal,23.759999999999998,23.759999999999998,1.0
A0641,Swimming,5.12,7,8.3,51,10,66,73,Low,2026-10-03,35.84,66.66666666666667,35.84,,1.0,Optimal,35.84,35.84,1.0
A0642,Swimming,2.74,3,6.0,89,8,49,71,High,2026-10-04,8.22,66.0,8.22,,1.0,Optimal,8.22,8.22,1.0
A0643,Hockey,4.39,7,6.1,68,5,85,93,Low,2026-10-05,30.729999999999997,71.33333333333333,30.729999999999997,,1.0,Optimal,30.729999999999997,30.729999999999997,1.0
A0644,Football,3.83,8,5.5,88,9,96,94,Low,2026-10-06,30.64,79.66666666666667,30.64,,1.0,Optimal,30.64,30.64,1.0
A0645,Hockey,2.34,10,6.3,77,9,91,75,Low,2026-10-07,23.4,77.0,23.4,,1.0,Optimal,23.4,23.4,1.0
A0646,Cricket,5.39,6,9.0,66,1,81,62,High,2026-10-08,32.339999999999996,79.0,32.339999999999996,,1.0,Optimal,32.339999999999996,32.339999999999996,1.0
A0647,Cricket,4.99,10,6.6,55,6,71,50,Low,2026-10-09,49.900000000000006,64.0,49.900000000000006,,1.0,Optimal,49.900000000000006,49.900000000000006,1.0
A0648,Football,4.29,9,5.9,68,7,81,73,Low,2026-10-10,38.61,69.33333333333333,38.61,,1.0,Optimal,38.61,38.61,1.0
A0649,Hockey,5.25,6,8.0,87,3,65,59,Low,2026-10-11,31.5,77.33333333333333,31.5,,1.0,Optimal,31.5,31.5,1.0
A0650,Cricket,5.34,9,7.2,77,7,64,84,Medium,2026-10-12,48.06,71.0,48.06,,1.0,Optimal,48.06,48.06,1.0
A0651,Badminton,4.54,4,5.6,51,7,50,73,Medium,2026-10-13,18.16,52.333333333333336,18.16,,1.0,Optimal,18.16,18.16,1.0
A0652,Hockey,5.19,8,6.5,87,2,62,77,Low,2026-10-14,41.52,71.33333333333333,41.52,,1.0,Optimal,41.52,41.52,1.0
A0653,Badminton,4.49,4,6.7,86,7,73,85,Low,2026-10-15,17.96,75.33333333333333,17.96,,1.0,Optimal,17.96,17.96,1.0
A0654,Cricket,4.4,2,8.0,100,1,96,65,Low,2026-10-16,8.8,92.0,8.8,,1.0,Optimal,8.8,8.8,1.0
A0655,Swimming,4.09,10,5.1,53,5,91,89,Low,2026-10-17,40.9,65.0,40.9,,1.0,Optimal,40.9,40.9,1.0
A0656,Cricket,4.76,9,6.1,71,9,79,65,Low,2026-10-18,42.839999999999996,70.33333333333333,42.839999999999996,,1.0,Optimal,42.839999999999996,42.839999999999996,1.0
A0657,Badminton,1.79,5,7.1,75,7,62,66,Low,2026-10-19,8.95,69.33333333333333,8.95,,1.0,Optimal,8.95,8.95,1.0
A0658,Tennis,5.4,4,6.1,98,7,68,100,Low,2026-10-20,21.6,75.66666666666667,21.6,,1.0,Optimal,21.6,21.6,1.0
A0659,Athletics,5.36,2,7.5,92,2,70,64,Low,2026-10-21,10.72,79.0,10.72,,1.0,Optimal,10.72,10.72,1.0
A0660,Basketball,1.15,1,6.9,85,8,46,65,Low,2026-10-22,1.15,66.66666666666667,1.15,,1.0,Optimal,1.15,1.15,1.0
A0661,Hockey,5.13,7,6.4,62,3,79,64,Medium,2026-10-23,35.91,68.33333333333333,35.91,,1.0,Optimal,35.91,35.91,1.0
A0662,Tennis,1.64,6,8.8,81,8,72,83,Low,2026-10-24,9.84,80.33333333333333,9.84,,1.0,Optimal,9.84,9.84,1.0
A0663,Cricket,2.68,2,7.5,66,3,60,60,Low,2026-10-25,5.36,67.0,5.36,,1.0,Optimal,5.36,5.36,1.0
A0664,Swimming,4.72,8,5.5,90,10,41,50,Low,2026-10-26,37.76,62.0,37.76,,1.0,Optimal,37.76,37.76,1.0
A0665,Football,1.8,4,7.2,85,7,57,64,Low,2026-10-27,7.2,71.33333333333333,7.2,,1.0,Optimal,7.2,7.2,1.0
A0666,Cricket,5.09,8,8.1,95,2,86,75,Low,2026-10-28,40.72,87.33333333333333,40.72,,1.0,Optimal,40.72,40.72,1.0
A0667,Swimming,5.16,7,7.8,68,4,72,100,Medium,2026-10-29,36.120000000000005,72.66666666666667,36.120000000000005,,1.0,Optimal,36.120000000000005,36.120000000000005,1.0
A0668,Athletics,3.54,5,5.7,84,6,76,53,Low,2026-10-30,17.7,72.33333333333333,17.7,,1.0,Optimal,17.7,17.7,1.0
A0669,Cricket,1.03,10,8.9,95,9,73,92,Low,2026-10-31,10.3,85.66666666666667,10.3,,1.0,Optimal,10.3,10.3,1.0
A0670,Badminton,2.44,10,6.8,89,5,59,54,Low,2026-11-01,24.4,72.0,24.4,,1.0,Optimal,24.4,24.4,1.0
A0671,Football,4.08,8,5.6,77,9,74,84,Medium,2026-11-02,32.64,69.0,32.64,,1.0,Optimal,32.64,32.64,1.0
A0672,Swimming,5.91,9,5.7,50,5,90,62,Low,2026-11-03,53.19,65.66666666666667,53.19,,1.0,Optimal,53.19,53.19,1.0
A0673,Swimming,4.16,5,5.4,91,10,89,59,Low,2026-11-04,20.8,78.0,20.8,,1.0,Optimal,20.8,20.8,1.0
A0674,Swimming,2.3,10,8.2,67,8,100,60,Low,2026-11-05,23.0,83.0,23.0,,1.0,Optimal,23.0,23.0,1.0
A0675,Athletics,4.17,5,5.5,97,1,93,67,Low,2026-11-06,20.85,81.66666666666667,20.85,,1.0,Optimal,20.85,20.85,1.0
A0676,Cricket,3.7,2,5.5,89,7,57,83,High,2026-11-07,7.4,67.0,7.4,,1.0,Optimal,7.4,7.4,1.0
A0677,Athletics,4.9,5,8.4,82,4,85,88,Medium,2026-11-08,24.5,83.66666666666667,24.5,,1.0,Optimal,24.5,24.5,1.0
A0678,Hockey,1.53,3,6.4,61,5,63,90,Low,2026-11-09,4.59,62.666666666666664,4.59,,1.0,Optimal,4.59,4.59,1.0
A0679,Basketball,4.81,7,5.1,57,6,47,91,Low,2026-11-10,33.669999999999995,51.666666666666664,33.669999999999995,,1.0,Optimal,33.669999999999995,33.669999999999995,1.0
A0680,Basketball,3.71,10,5.2,73,5,100,99,High,2026-11-11,37.1,75.0,37.1,,1.0,Optimal,37.1,37.1,1.0
A0681,Hockey,5.81,5,5.6,65,1,69,72,Low,2026-11-12,29.049999999999997,63.333333333333336,29.049999999999997,,1.0,Optimal,29.049999999999997,29.049999999999997,1.0
A0682,Cricket,2.71,8,5.9,99,9,83,56,Low,2026-11-13,21.68,80.33333333333333,21.68,,1.0,Optimal,21.68,21.68,1.0
A0683,Badminton,4.16,1,7.7,53,2,92,88,High,2026-11-14,4.16,74.0,4.16,,1.0,Optimal,4.16,4.16,1.0
A0684,Athletics,5.66,3,5.6,87,9,49,52,Medium,2026-11-15,16.98,64.0,16.98,,1.0,Optimal,16.98,16.98,1.0
A0685,Football,1.51,3,5.5,93,10,62,61,Low,2026-11-16,4.53,70.0,4.53,,1.0,Optimal,4.53,4.53,1.0
A0686,Swimming,5.69,9,8.1,76,2,91,56,Low,2026-11-17,51.21,82.66666666666667,51.21,,1.0,Optimal,51.21,51.21,1.0
A0687,Swimming,4.44,5,7.7,58,9,88,98,Low,2026-11-18,22.200000000000003,74.33333333333333,22.200000000000003,,1.0,Optimal,22.200000000000003,22.200000000000003,1.0
A0688,Cricket,1.34,9,6.7,96,6,50,75,Medium,2026-11-19,12.06,71.0,12.06,,1.0,Optimal,12.06,12.06,1.0
A0689,Badminton,2.5,9,7.2,65,9,41,82,Low,2026-11-20,22.5,59.333333333333336,22.5,,1.0,Optimal,22.5,22.5,1.0
A0690,Basketball,4.54,1,6.2,61,6,97,86,Low,2026-11-21,4.54,73.33333333333333,4.54,,1.0,Optimal,4.54,4.54,1.0
A0691,Basketball,1.34,2,6.9,80,6,65,97,Low,2026-11-22,2.68,71.33333333333333,2.68,,1.0,Optimal,2.68,2.68,1.0
A0692,Swimming,3.91,5,7.0,73,2,75,64,Low,2026-11-23,19.55,72.66666666666667,19.55,,1.0,Optimal,19.55,19.55,1.0
A0693,Cricket,2.73,4,6.5,63,8,72,51,Low,2026-11-24,10.92,66.66666666666667,10.92,,1.0,Optimal,10.92,10.92,1.0
A0694,Athletics,4.1,10,8.6,94,3,86,90,Low,2026-11-25,41.0,88.66666666666667,41.0,,1.0,Optimal,41.0,41.0,1.0
A0695,Basketball,1.23,9,5.1,74,7,52,56,Low,2026-11-26,11.07,59.0,11.07,,1.0,Optimal,11.07,11.07,1.0
A0696,Athletics,5.36,7,8.1,83,5,79,81,Low,2026-11-27,37.52,81.0,37.52,,1.0,Optimal,37.52,37.52,1.0
A0697,Badminton,5.87,6,5.5,52,3,64,53,High,2026-11-28,35.22,57.0,35.22,,1.0,Optimal,35.22,35.22,1.0
A0698,Basketball,5.84,7,8.2,73,1,43,69,Low,2026-11-29,40.879999999999995,66.0,40.879999999999995,,1.0,Optimal,40.879999999999995,40.879999999999995,1.0
A0699,Basketball,4.75,1,7.5,91,8,81,99,Medium,2026-11-30,4.75,82.33333333333333,4.75,,1.0,Optimal,4.75,4.75,1.0
A0700,Tennis,1.65,1,8.4,58,3,58,85,High,2026-12-01,1.65,66.66666666666667,1.65,,1.0,Optimal,1.65,1.65,1.0
A0701,Basketball,4.79,8,5.4,75,2,57,81,Low,2026-12-02,38.32,62.0,38.32,,1.0,Optimal,38.32,38.32,1.0
A0702,Hockey,1.12,2,7.2,69,1,76,77,Low,2026-12-03,2.24,72.33333333333333,2.24,,1.0,Optimal,2.24,2.24,1.0
A0703,Football,1.11,10,7.0,89,4,69,62,High,2026-12-04,11.100000000000001,76.0,11.100000000000001,,1.0,Optimal,11.100000000000001,11.100000000000001,1.0
A0704,Hockey,2.62,9,7.8,59,8,58,50,Low,2026-12-05,23.580000000000002,65.0,23.580000000000002,,1.0,Optimal,23.580000000000002,23.580000000000002,1.0
A0705,Cricket,3.44,7,7.1,68,3,97,84,Low,2026-12-06,24.08,78.66666666666667,24.08,,1.0,Optimal,24.08,24.08,1.0
A0706,Cricket,4.85,6,7.2,52,1,62,97,Low,2026-12-07,29.099999999999998,62.0,29.099999999999998,,1.0,Optimal,29.099999999999998,29.099999999999998,1.0
A0707,Athletics,4.42,1,6.7,73,4,98,79,Low,2026-12-08,4.42,79.33333333333333,4.42,,1.0,Optimal,4.42,4.42,1.0
A0708,Hockey,3.23,1,6.2,54,9,93,85,Medium,2026-12-09,3.23,69.66666666666667,3.23,,1.0,Optimal,3.23,3.23,1.0
A0709,Hockey,2.37,2,6.9,52,1,55,74,Medium,2026-12-10,4.74,58.666666666666664,4.74,,1.0,Optimal,4.74,4.74,1.0
A0710,Hockey,5.99,6,5.5,76,2,40,65,Medium,2026-12-11,35.94,57.0,35.94,,1.0,Optimal,35.94,35.94,1.0
A0711,Badminton,3.13,6,8.8,65,9,51,68,Low,2026-12-12,18.78,68.0,18.78,,1.0,Optimal,18.78,18.78,1.0
A0712,Basketball,3.26,2,7.9,98,2,63,50,Low,2026-12-13,6.52,80.0,6.52,,1.0,Optimal,6.52,6.52,1.0
A0713,Football,1.82,1,8.8,64,3,73,54,Low,2026-12-14,1.82,75.0,1.82,,1.0,Optimal,1.82,1.82,1.0
A0714,Athletics,4.97,10,5.9,84,7,92,100,Low,2026-12-15,49.699999999999996,78.33333333333333,49.699999999999996,,1.0,Optimal,49.699999999999996,49.699999999999996,1.0
A0715,Hockey,4.47,5,8.5,61,3,96,71,Low,2026-12-16,22.349999999999998,80.66666666666667,22.349999999999998,,1.0,Optimal,22.349999999999998,22.349999999999998,1.0
A0716,Hockey,2.1,5,8.2,90,9,47,73,Low,2026-12-17,10.5,73.0,10.5,,1.0,Optimal,10.5,10.5,1.0
A0717,Tennis,1.41,2,7.7,93,6,57,92,Low,2026-12-18,2.82,75.66666666666667,2.82,,1.0,Optimal,2.82,2.82,1.0
A0718,Athletics,4.4,6,7.5,75,3,96,94,Low,2026-12-19,26.400000000000002,82.0,26.400000000000002,,1.0,Optimal,26.400000000000002,26.400000000000002,1.0
A0719,Hockey,4.27,9,6.3,96,9,87,86,Low,2026-12-20,38.42999999999999,82.0,38.42999999999999,,1.0,Optimal,38.42999999999999,38.42999999999999,1.0
A0720,Athletics,2.37,2,8.3,83,1,44,85,Low,2026-12-21,4.74,70.0,4.74,,1.0,Optimal,4.74,4.74,1.0
